morph,pop,block,fam,p_length,b_length,b_w,b_area,b_peri,b_circ,per_area,bla_pet,height,branch_0,branch_1,branch_2,i-node-3,i-node_4,i-node_5,curly,ped_n,top_ped,fem_ped,avg_p,trichomes,pollen,seed,seedn,biom,avgseedw,pollalloc,seedallo,sexallo
P+,M31,7,no fam,206.4236667,713.1366667,484.326,285581.6667,3074,0.36,0.011934218,4.098302904,14.9,3,6.8,7.8,35,22,19,1,31,6,2,59.422,0,281.23,26.4,9,2.454,2.933333333,114.600652,10.75794621,0.914182622
P+,M31,8,no fam,194.601,665.884,405.1663333,213565.6667,2785.333333,0.342333333,0.013313399,3.466170216,19.8,8.9,9,9.4,35,35,34,1,55,8,0,59.214,1,448.45,83.35,25,2.898,3.334,154.7446515,28.76121463,0.843268146
P+,M31,4,no fam,198.141,515.742,373.0186667,156368,2208,0.393,0.015202345,3.698239744,15.5,10.3,8.5,9.4,32,22,26,1,39,6,2,60.178,1,308.58,50.39,18,3.175,2.799444444,97.19055118,15.87086614,0.859626153
P+,M31,6,no fam,129.437,536.8146667,323.275,138027,2320.666667,0.314,0.01763256,4.342629487,20.5,12.3,12,10.4,38,33,36,1,57,6,0,59.346,0,412.82,84.07,28,2.861,3.0025,144.2922055,29.38483048,0.830807623
P+,M31,11,no fam,230.5496667,776.052,429.781,262506.3333,3001.333333,0.365333333,0.011526747,4.077666849,20.2,12.7,8.3,11.4,30,33,26,1,52,8,5,56.936,0,267.62,149.28,43,3.432,3.471627907,77.97785548,43.4965035,0.64192852
P+,M32,6,no fam,NA,NA,NA,NA,NA,NA,NA,NA,21,15.5,13.3,12.5,30,27,27,0,0,0,0,4.804,0,71.33,656.55,294,3.456,2.233163265,20.63946759,189.9739583,0.097996923
P+,PH1,10,12,233.5476667,709.948,467.621,262662.3333,3177.333333,0.323333333,0.012400247,3.369889428,34.5,11.7,12,13.3,42,47,60,0,24,8,1,73.03,0,313.39,5.87,3,4.299,1.956666667,72.89834845,1.365433822,0.981613732
P+,PH1,6,14,210.766,616.6956667,408.1286667,198024,2691.333333,0.342666667,0.013683154,3.178310083,30.8,13.6,16.4,14.2,37,53,60,0,1,0,0,24.16,0,303.59,34.87,16,3.776,2.179375,80.39989407,9.234639831,0.896974532
P+,PH1,3,5,230.1006667,560.1536667,347.1956667,153120.3333,2514,0.310666667,0.016553193,2.450002778,19.3,7.4,10.2,8,25,27,25,1,21,9,12,50.188,0,115.84,96.9,40,3.153,2.4225,36.73961307,30.73263559,0.544514431
P+,PH1,8,10,220.0483333,656.8583333,464.5806667,239949.3333,2952.666667,0.343666667,0.01249648,3.310481119,29,8.3,10,10.5,46,48,51,1,10,1,0,43.094,0,268.49,8.91,2,3.266,4.455,82.20759339,2.728107777,0.967880317
P+,PH1,7,21,239.0913333,683.63,454.457,242867.3333,2944,0.352,0.012186625,3.05982448,26,8.5,13.5,10.5,43,48,40,1,46,6,7,105.54,0,348.59,126.29,39,3.268,3.238205128,106.6676867,38.64443084,0.734059131
P+,PH1,11,5,179.5473333,569.681,400.9806667,179674.6667,2718,0.308333333,0.015174291,3.178902856,22.5,8.9,11,9.3,30,27,27,1,38,9,5,93.576,0,339.99,151.65,56,4.333,2.708035714,78.46526656,34.99884607,0.691542592
P+,PH1,5,6,199.8936667,510.406,335.609,135227.3333,2190.666667,0.363,0.016264611,2.680727334,17,9.8,11.5,9.6,30,33,19,1,4,0,4,20.97,0,67.51,249.96,86,3.448,2.906511628,19.57946636,72.49419954,0.212650014
P+,PH1,9,23,262.6343333,600.6323333,387.3323333,182542.6667,2757.333333,0.302666667,0.015224524,2.377024364,17.3,9.9,9.9,7.7,29,27,25,1,50,9,33,69.256,0,155.03,193.04,71,3.19,2.718873239,48.59874608,60.51410658,0.445398914
P+,PH1,2,12,199.1166667,512.5383333,334.013,134930.3333,2309.333333,0.317,0.017396358,2.617946619,19,10,7.8,9.8,27,26,27,1,19,5,17,44.938,0,97.01,132.33,46,3.598,2.87673913,26.96220122,36.77876598,0.422996425
P+,PH1,4,18,177.3823333,570.7666667,406.7456667,182397,2588,0.342333333,0.014222937,3.249724345,19.5,10.1,10.3,10.1,29,37,35,1,37,4,14,84.544,1,,230.03,86,3.101,2.674767442,0,74.179297,0
P+,PH1_2014,3,no fam,222.3836667,665.0933333,407.808,213832,2608,0.392,0.012450185,3.087930373,27.5,14.3,11.2,12.2,34,44,54,0,19,4,9,61.882,0,101.7,623.79,166,3.938,3.757771084,25.82529203,158.4027425,0.140181119
P+,PH1_2014,8,no fam,173.526,632.9806667,362.3736667,182000.6667,2420.666667,0.386,0.013607689,3.865076809,21,12.5,10,9,28,41,31,1,47,9,18,73.356,0,163.3,301.23,86,3.696,3.502674419,44.18290043,81.50162338,0.351538114
P+,PH1_2014,5,no fam,229.666,693.1316667,456.9733333,248774,2677.333333,0.436333333,0.010763133,3.203406921,21,12.8,12.2,11,29,33,34,1,50,20,4,71.668,0,287.56,226.51,68,3.189,3.331029412,90.17246786,71.02853559,0.559379073
P+,PH1_2014,6,no fam,206.8653333,644.1473333,397.343,201036.3333,2543.333333,0.390666667,0.012725548,3.204289264,23.3,12.8,11.6,10.5,36,35,39,1,52,6,25,89.906,0,195.84,338.22,103,3.494,3.28368932,56.05037207,96.80022896,0.366700371
P+,PH1_2014,12,no fam,NA,NA,NA,NA,NA,NA,NA,NA,18.6,13.5,9.8,9.7,29,37,23,1,47,114,2,75.5,0,NA,NA,NA,NA,NA,NA,NA,NA
P+,PH1_2014,1,no fam,157.2163333,621.8903333,377.243,187919,2434,0.386333333,0.013783942,3.972611691,22,14,14.3,13.2,31,35,32,1,56,12,29,54.108,0,132.75,304.73,114,3.437,2.673070175,38.62379983,88.66162351,0.303442443
P+,PH1_2014,2,no fam,216.219,559.9496667,385.5963333,169545.3333,2510,0.338,0.014819668,2.687266748,24.6,14.3,13.5,13.5,30,36,35,1,67,11,17,73.938,0,266.16,318.25,116,4.404,2.743534483,60.4359673,72.26385104,0.455433685
P+,PH1_2014,10,no fam,155.7586667,593.2503333,399.7673333,192286.6667,2358.666667,0.422666667,0.013093152,4.015959499,17.1,15.5,12.2,9,24,27,30,1,0,0,0,2.47,0,,268.06,99,3.78,2.707676768,0,70.91534392,0
P+,PH1_2014,4,no fam,162.0423333,579.692,324.1403333,148943.6667,2295.333333,0.351333333,0.015760628,3.918576018,23.4,31,11.2,9,39,44,39,1,53,8,8,82.614,0,308.72,222.33,67,2.969,3.318358209,103.9811384,74.88379926,0.581338857
P+,PH1_2014,7,no fam,269.1566667,627.136,439.1216667,228930,2493.333333,0.437666667,0.012294904,2.337167066,34.8,12.1,10.8,11.6,44.3,53,61,1,5,1,1,8.36,0,,404.13,118,3.932,3.424830508,0,102.7797558,0
P+,PH1_2014,9,no fam,206.8083333,714.0313333,442.6936667,248029.6667,2878,0.381666667,0.011632232,3.828280981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186.8,155.25,57,3.353,2.723684211,55.71130331,46.30181927,0.546118988
P+,PH1_2015,8,no fam,158.4325,765.632,436.3725,262122,3084,0.346,0.011767915,5.035596803,26.3,12,10.1,9,33,37,37,0,8,0,0,18.41,0,88.72,215.37,88,2.08,2.447386364,42.65384615,103.5432692,0.29175573
P+,PH1_2015,10,no fam,120.9923333,795.2933333,426.147,275382,2980,0.373,0.0117957,7.061201842,29.1,13.7,12.2,11.5,49,69,53,0,26,6,5,53.112,0,,37.5,16,3.695,2.34375,0,10.1488498,0
P+,PH1_2015,3,no fam,121.5366667,713.327,349.617,198725,2896.666667,0.292,0.015139395,6.151269894,26.2,14.5,15.8,18.4,33,36,35,0,10,2,5,25.38,0,101.4,417.49,208,4.192,2.007163462,24.1889313,99.59208015,0.19541714
P+,PH1_2015,2,no fam,305.7966667,795.86,472.2356667,298280.6667,3166.666667,0.369,0.010950041,2.623059181,36.6,14.7,11.9,17.2,44,59,57,0,12,0,5,26.344,0,181.98,346.05,150,4.046,2.307,44.97775581,85.52891745,0.344639509
P+,PH1_2015,4,no fam,232.4603333,769.1786667,442.807,269714.3333,3110,0.347,0.011776756,3.852653506,31.2,16,11.9,13.7,60,51,50,0,7,3,3,36.558,0,116.21,303.4,139,3.917,2.182733813,29.66811335,77.45723768,0.276947642
P+,PH1_2015,6,no fam,51.133,629.809,341.599,174227,2441,0.3525,0.015156489,12.6593788,29.3,16.8,12.6,11.5,52,63,38,0,16,5,5,42.98,0,129.08,209.87,79,3.032,2.656582278,42.57255937,69.21833773,0.38082313
P+,PH1_2015,1,no fam,186.2476667,734,378.1593333,222388,2691.333333,0.375333333,0.012725362,4.118092108,30,17.4,9.8,14.6,48,52,46,0,46,5,30,43.002,0,177.17,117.41,67,3.206,1.75238806,55.26200873,36.62195883,0.601432548
P+,PH1_2015,11,no fam,378.0386667,760.9213333,461.4113333,275379.3333,2966.666667,0.395666667,0.010782019,2.069102714,45.1,18.4,14.2,23.4,48,58,57,0,13,3,8,42.464,0,166.4,414.76,204,5.782,2.033137255,28.77896921,71.73296437,0.286323904
P+,PH1_2015,9,no fam,212.6683333,718.4146667,420.9616667,237730.6667,2763.333333,0.389666667,0.011756226,3.717532337,39.7,19.1,18.6,18.4,55,65,54,0,89,8,26,52.16,0,279.85,144.88,72,5.481,2.012222222,51.05820106,26.43313264,0.658889177
P+,PH1_2015,5,no fam,193.163,771.9823333,405.0473333,248155,3122,0.314666667,0.012991661,4.116762926,39.4,21.2,21,22.3,50,65,69,0,45,3,32,33.718,0,171.54,375.09,157,4.252,2.38910828,40.34336783,88.21495767,0.313813731
P+,PH1_2015,7,no fam,248.253,612.772,395.8703333,193235.6667,2466.666667,0.391666667,0.013310999,2.475975798,25.3,12.6,13.1,13.4,16,27,36,1,32,6,15,28.24,0,,111.31,55,2.993,2.023818182,0,37.19011026,0
P+,PH2,10,26,186.552,703.784,464.76,258288.3333,3172,0.322666667,0.012378758,3.928012655,15.6,9.2,10.5,9.4,25,22,31,0,32,8,16,72.838,1,,132.59,44,2.711,3.013409091,0,48.90815197,0
P+,PH2,4,31,131.0261667,466.7426667,290.7026667,111210,1916.333333,0.377833333,0.018619105,4.238732421,24.9,13.9,16.4,14.7,13.2,23,24,0,0,0,0,3.832,0,103.55,66.27,22,1.762,3.012272727,58.76844495,37.61066969,0.609763279
P+,PH2,4,no fam,NA,NA,NA,NA,NA,NA,NA,NA,14.5,7.8,7.5,6.3,15,27,21,1,10,5,3,43.304,0,,538.01,251,4.384,2.143466135,0,122.7212591,0
P+,PH2,7,18,157.4753333,554.202,370.5813333,161576,2638,0.292,0.016457888,3.549483119,15.8,8.1,10,9.5,20,22,22,1,19,7,10,44.798,0,261.76,169.43,52,NA,3.258269231,NA,NA,0.607064171
P+,PH2,2,16,197.4573333,577.2356667,362.8566667,164424,2611.333333,0.303,0.015883876,3.055848814,14.6,8.8,8.7,7.7,55,34,12,1,61,7,20,53.72,0,209.96,158.79,69,3.077,2.301304348,68.23529412,51.60545986,0.569383051
P+,PH2,8,33,191.8973333,561.3606667,387.2763333,170790,2676.666667,0.301333333,0.015660378,3.174656322,14,9,8.2,8.4,21,25,18,1,38,11,13,67.33,0,150.16,197.69,62,2.825,3.188548387,53.1539823,69.97876106,0.431680322
P+,PH2,6,19,185.717,521.395,348.682,143069.3333,2364.666667,0.320333333,0.01667628,2.937779756,14.9,9.1,9.5,8.9,23,15,20,1,50,9,20,54.824,0,103.24,272.65,89,2.923,3.063483146,35.31987684,93.27745467,0.274654819
P+,PH2,11,31,193.378,571.5406667,396.6963333,178215.6667,2516,0.353666667,0.014140252,2.9780282,18.5,10.2,11.1,12.6,29,31,20,1,34,10,29,53.812,0,60.94,250.58,89,4.464,2.815505618,13.65143369,56.13351254,0.195621469
P+,PH2,1,41,141.726,548.4916667,375.392,161852.3333,2564,0.309666667,0.015963868,4.0639521,16.8,10.7,9.5,6.4,22,26,22,1,54,4,43,59.786,0,116.43,380.4,142,3.189,2.678873239,36.5098777,119.2850423,0.234345752
P+,PH2,5,40,217.68,670.3946667,462.317,246179.3333,3096.666667,0.323333333,0.012814223,3.18547864,17.3,11.1,9.8,7.6,20,31,26,1,18,5,13,39.284,0,76.75,85.36,33,2.551,2.586666667,30.08624069,33.46138769,0.473443958
P+,PH2,9,41,211.7743333,605.567,407.238,194975,2813.333333,0.309333333,0.014582861,2.904243039,17.9,11.3,11.7,16,27,29,25,1,48,7,25,64.82,0,158.76,261.93,89,3.435,2.943033708,46.21834061,76.25327511,0.377380019
P+,PH2,3,26,237.6323333,587.6293333,398.2233333,184119,2690,0.32,0.014645832,2.517663125,15.8,12.5,10.7,8.9,24,32,20,1,25,4,19,65.722,0,105.7,346.76,107,3.034,3.240747664,34.83849703,114.2913645,0.233611811
P+,PH2_2015,6,no fam,279.4643333,613.0623333,531.2176667,270651.3333,2666.666667,0.449333333,0.011297563,2.312539689,20.2,10.6,10.5,12.1,17,20,32,0,56,7,2,48.996,0,217.79,15.61,8,2.71,1.95125,80.36531365,5.760147601,0.933119109
P+,PH2_2015,11,no fam,386.4903333,810.1366667,501.5086667,327769.3333,3158.666667,0.408666667,0.010056405,2.135353941,26.8,13,17,19.3,24,29,40,0,41,4,14,36.398,0,107.08,523.16,275,5.622,1.9024,19.04660263,93.05585201,0.169903529
P+,PH2_2015,1,no fam,204.82,716.8733333,458.3373333,257048.6667,2736.666667,0.433,0.010655387,3.560187717,31,14.9,22.6,15.7,34,44,40,0,46,0,32,21.48,1,141.61,570.08,228,5.759,2.500350877,24.58933843,98.98940788,0.198977083
P+,PH2_2015,7,no fam,212.278,648.1433333,340.6973333,173473.6667,2534,0.338,0.014732311,3.085181743,22.5,15,15.5,24,26,33,33,0,0,0,0,8.358,0,46.59,850.37,363,4.238,2.34261708,10.99339311,200.6536102,0.051942116
P+,PH2_2015,10,no fam,266.798,614.876,533.05,265340.6667,2571.333333,0.489,0.010383361,2.469498479,27.9,15.3,20.6,21.1,20,27,39,0,38,2,27,41.194,0,161.15,339,152,3.534,2.230263158,45.59988681,95.92529711,0.322203339
P+,PH2_2015,2,no fam,154.1183333,679.5423333,430.5273333,234531.6667,2747.333333,0.38,0.012429286,4.597482134,26.2,16.3,17,21.9,38,37,37,0,85,20,0,97.844,0,456.7,0,0,2.563,NA,178.1896215,0,1
P+,PH2_2015,3,no fam,242.217,695.812,423.9593333,231832.3333,2648.666667,0.413333333,0.011543228,2.871215031,30.7,21.4,18.9,16.8,31,44,50,0,55,6,20,39.13,0,123.38,310.24,177,4.572,1.752768362,26.98600175,67.85651794,0.284534846
P+,PH2_2015,9,no fam,205.557,706.6273333,425.0473333,235522.3333,2762.666667,0.388,0.011820939,3.835352998,33.5,22.5,21.8,22,35,44,51,0,79,5,17,70.69,0,242.24,145.44,76,5.672,1.913684211,42.70803949,25.64174894,0.624845233
P+,PH2_2015,5,no fam,234.7893333,680.4786667,499.7656667,269344.3333,2816,0.424333333,0.010640809,3.656724818,35.5,24.2,7.6,18.1,27,36,43,0,54,5,22,39.944,0,136.32,495.93,236,5.13,2.101398305,26.57309942,96.67251462,0.215610913
P+,PH2_2015,8,no fam,177.958,550.0233333,333.7236667,145229.3333,2236.666667,0.366333333,0.015567964,3.212936528,26.5,14.7,15.7,14.2,34,37,45,1,34,0,4,34.808,0,259.03,363.9,174,3.348,2.09137931,77.36857826,108.6917563,0.415825213
P+,PH3,3,25,130.299,520.3616667,351.9476667,143694.6667,2267.333333,0.351666667,0.015806025,4.00712974,15.7,12.9,9.8,8.2,24,29,22,0,51,4,2,75.68,0,302.4,91.27,39,3.55,2.34025641,85.18309859,25.70985915,0.76815607
P+,PH3,2,15,213.4153333,637.9273333,449.5236667,225292,2908,0.333666667,0.013002983,3.150332618,17,10.5,10.2,7.9,26,25,24,1,18,2,11,52.716,0,129.72,251.6,98,3.746,2.567346939,34.62893753,67.16497597,0.34018672
P+,PH3,8,37,155.738,606.5253333,437.338,208292,2659.333333,0.370666667,0.012779206,4.122455909,16.5,11.2,8.1,8.3,28,32,18,1,26,6,7,84.534,0,172.35,84.2,34,3.212,2.476470588,53.65815691,26.21419676,0.67179887
P+,PH3,11,25,213.8236667,600.692,441.1496667,211747.3333,2634,0.381333333,0.012799974,2.876769964,14.8,11.3,7.5,7.4,18,23,18,1,15,2,5,43.332,0,114.44,209.82,79,3.19,2.655949367,35.87460815,65.77429467,0.352926664
P+,PH3,1,28,204.0603333,636.1113333,450.6126667,226640.3333,2881.333333,0.339333333,0.012966495,3.406495437,21.5,11.7,8.1,6.8,28,34,30,1,14,7,2,55.182,0,280.23,377.41,123,3.409,3.068373984,82.20299208,110.7098856,0.426114592
P+,PH3,7,41,262.016,692.4603333,505.7073333,276312,3186,0.341666667,0.011616707,2.735987376,17.9,12,,9.2,23,32,23,1,43,17,9,69.922,0,238.88,174.57,66,3.51,2.645,68.05698006,49.73504274,0.577772403
P+,PH3,10,15,225.4386667,592.8826667,468.4566667,220789,2804.666667,0.349666667,0.01296614,2.65292427,17,12,10.6,7.5,26,28,24,1,13,5,12,34.34,0,77.84,174.52,64,3.498,2.726875,22.25271584,49.8913665,0.308448249
P+,PH3,4,36,139.4783333,520.1743333,365.1816667,149160,2348.666667,0.338666667,0.015834634,3.748760862,16.8,12.6,10.5,9.5,26,23,20,1,30,6,10,72.148,0,147.8,293.88,108,3.959,2.721111111,37.33265976,74.23086638,0.334631407
P+,PH3,6,30,117.0586667,515.7,404.6,163681.6667,2464,0.339333333,0.015053785,4.728627802,19.4,13.2,9.3,10.2,27,32,28,1,29,8,9,64.4,0,174.86,83.52,36,3.046,2.32,57.40643467,27.41956664,0.676755167
P+,PH3,5,17,188.7436667,570.861,408.7096667,183047.6667,2514,0.364,0.013793764,3.045799311,18.5,13.7,9.8,8.9,27,28,28,1,27,4,19,52.178,0,98.55,415.92,138,3.89,3.013913043,25.33419023,106.9203085,0.191556359
P+,PH3_2015,8,no fam,182.8806667,604.1736667,408.2996667,194225.6667,2756,0.32,0.01432251,3.446936496,19.5,10.7,7,6.3,27,28,35,0,8,4,2,66.066,0,133.26,300.19,116,3.439,2.587844828,38.74963652,87.28990986,0.307440305
P+,PH3_2015,4,no fam,186.034,627.6543333,425.3363333,211363.3333,2624,0.381333333,0.01267415,3.382245931,19.3,11,9.7,8.3,33,34,23,0,17,4,3,67.416,0,129.34,190.26,78,3.077,2.439230769,42.03444914,61.83295418,0.404693367
P+,PH3_2015,3,no fam,211.4316667,641.1546667,445,223811.3333,2790.666667,0.362,0.012550672,3.049693561,23,12.2,9.5,11.1,32,34,39,0,7,5,2,43.6,0,108.33,443.01,170,3.868,2.605941176,28.00672182,114.5320579,0.196484928
P+,PH3_2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5,9.7,11.4,6.7,29,27,33,1,9,6,6,50.754,0,NA,NA,NA,NA,NA,NA,NA,NA
P+,PH3_2015,1,no fam,270.2423333,616.6656667,424.847,205327.3333,2634,0.371666667,0.012838319,2.295521202,17.1,10.5,7.4,7,28,27,26,1,53,11,10,101.82,0,122.69,233.72,79,3.345,2.958481013,36.67862481,69.87144993,0.344238377
P+,PH3_2015,10,no fam,204.6016667,640.2123333,474.7043333,238382.3333,2950.666667,0.343333333,0.01243096,3.13487145,25.4,10.5,7.8,8,39,45,33,1,6,0,3,26.304,0,NA,259.52,102,3.976,2.544313725,0,65.27162978,0
P+,PH3_2015,6,no fam,240.044,610.5086667,404.5473333,193789.3333,2707.333333,0.332333333,0.013980656,2.592399985,17,11,7.4,7.8,29,31,22,1,21,6,8,63.854,0,121.55,151.05,61,3.363,2.476229508,36.14332441,44.91525424,0.445891416
P+,PH3_2015,5,no fam,249.5146667,643.0333333,439.4553333,221825,2703.333333,0.381333333,0.012190568,2.60958334,20,12.6,8,7.5,29,30,26,1,13,5,2,55.604,0,94.4,310.72,115,3.905,2.701913043,24.17413572,79.56978233,0.233017378
P+,PH3_2015,7,no fam,228.082,657.3996667,412.639,213700,2717.333333,0.362,0.01284755,2.934010059,22.5,13.9,11.4,10.3,42,34,45,1,35,6,14,70.726,0,160.36,334.47,128,3.991,2.613046875,40.18040591,83.80606364,0.324070893
P+,PH3_2015,11,no fam,190.4686667,615.0913333,428.7906667,206971,2848.666667,0.32,0.01381251,3.232186605,21.5,14.9,8.6,8.4,33,33,30,1,41,8,14,80.078,0,254.78,309.61,109,3.815,2.840458716,66.78374836,81.1559633,0.451425433
P+,PH3_2015,,no fam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.2,550.53,230,4.929,2.393608696,21.34307162,111.6920268,0.160431885
P+,PH4,4,6,NA,NA,NA,NA,NA,NA,NA,NA,20.9,10.3,8.9,7.8,29,33,34,0,55,10,17,87.4,0,382.34,86.44,40,3.866,2.161,98.89808588,22.35902742,0.815606468
P+,PH4,8,7,236.022,598.9916667,508.5816667,241043.3333,2856.666667,0.369666667,0.012002467,2.919678702,19,2.4,9.5,10.9,32,30,31,1,39,9,16,49.386,0,186.96,156.75,55,NA,2.85,NA,NA,0.543946932
P+,PH4,1,12,251.912,595.5106667,425.938,198727.6667,2684,0.347666667,0.013507127,2.394514579,18.8,7.9,8.8,10,34,31,26,1,35,3,9,92.624,0,453.64,76.05,33,3.08,2.304545455,147.2857143,24.69155844,0.856425456
P+,PH4,6,12,221.7705,618.2428333,427.9655,208763.8333,2752.666667,0.342666667,0.013490887,3.005868171,25.3,8.4,8.7,10,38,39,37,1,37,5,9,69.632,0,378.52,7.1,2,3.595,3.55,105.2906815,1.974965229,0.981588092
P+,PH4,7,19,244.455,592.9086667,431.8833333,201732,2768,0.33,0.01384305,2.448911829,18.5,8.5,11.2,8.7,27,38,30,1,28,4,14,81.282,0,205.73,292.51,95,3.651,3.079052632,56.34894549,80.11777595,0.412913455
P+,PH4,11,19,222.2853333,678.853,523.6666667,279986,3302,0.324,0.011829462,3.223960653,19,8.9,9.4,9.8,26,32,26,1,34,10,12,87.294,1,266.6,180.83,69,3.395,2.620724638,78.52724595,53.26362297,0.595847395
P+,PH4,2,19,202.7203333,647.7016667,503.5833333,257213.6667,3069.333333,0.344333333,0.011993518,3.24219095,18.8,9.5,10.8,10.4,33,31,37,1,39,4,30,67.2,0,277.75,248.69,97,3.78,2.563814433,73.47883598,65.79100529,0.527600486
P+,PH4,9,6,213.2796667,631.1466667,501.1643333,249318.3333,2996,0.349333333,0.012079872,3.050093259,17.5,10.4,8.1,6,31,31,28,1,23,6,6,49.298,0,151.79,134.61,42,2.973,3.205,51.05617222,45.27749748,0.529993017
P+,PH4,5,9,256.092,574.931,447.2313333,205613,2644,0.365333333,0.013389146,2.277334044,16.5,10.8,7,8.8,21,33,24,1,5,0,5,13.242,0,64.41,82.64,33,2.508,2.504242424,25.68181818,32.95055821,0.438014281
P+,PH4,10,12,167.78,582.2886667,420.0086667,191678,2675.333333,0.337333333,0.014006508,4.345334229,18.2,11,8.2,9.1,30,34,29,1,66,12,27,68.096,1,NA,230.28,75,4.019,3.0704,0,57.29783528,0
P+,PH4,3,7,240.7396667,573.4556667,460.4886667,207487.3333,2758,0.343666667,0.013298135,2.442828539,18,12.5,9.7,8.8,24,30,26,1,36,14,11,73.844,0,284.93,119.51,43,3.371,2.779302326,84.52388015,35.45238802,0.704504995
P+,PH4_2015,4,no fam,169.9846667,586.8983333,379.4213333,175835,2543.333333,0.335,0.015058035,4.276302697,30.5,12,9,21,37,46,69,0,19,7,7,62.208,0,126.71,417.76,127,3.404,3.289448819,37.22385429,122.7262045,0.232721729
P+,PH4_2015,5,no fam,234.992,711.8943333,455.2876667,256209.3333,3389.333333,0.277,0.013666319,3.451984619,31,16.2,11.5,17.6,40,40,60,0,32,9,25,56.038,0,202.02,696.32,252,5.776,2.763174603,34.97576177,120.5540166,0.224881448
P+,PH4_2015,7,no fam,154.6526667,665.3793333,448.8793333,235049.3333,2856,0.358666667,0.01237731,4.690903566,34,17.5,24.2,19.9,37,52,64,0,37,4,15,56.926,0,,616.43,196,4.773,3.14505102,0,129.1493819,0
P+,PH4_2015,3,no fam,155.0853333,642.5296667,379.5203333,191498,2803.333333,0.305666667,0.014689402,4.22647472,20.8,8,11,11.8,32,44,33,1,16,3,11,23.4,0,125.08,267.67,81,2.945,3.304567901,42.47198642,90.88964346,0.318472311
P+,PH4_2015,8,no fam,188.8453333,627.428,367.6193333,180189.3333,2581.333333,0.339,0.014408481,3.420235355,28.3,9.8,15,19.6,35,37,45,1,43,5,23,56.744,0,81.73,508.55,168,4.271,3.027083333,19.13603372,119.0704753,0.138459714
P+,PH4_2015,10,,204.73,686.355,391.6683333,212485.3333,2921.333333,0.308333333,0.014161184,3.472732616,33.5,10.1,16.2,19.2,34,44,58,1,55,7,22,56.942,0,178.37,273.51,94,4.803,2.909680851,37.13720591,56.94565896,0.394728689
P+,PH4_2015,2,no fam,242.3543333,659.565,404.3306667,209739.6667,2858.666667,0.318333333,0.013954925,2.786732806,19,11.9,14,11.5,33,31,26,1,38,13,18,61.578,0,170.4,357.92,106,3.857,3.376603774,44.17941405,92.79751102,0.322531799
P+,PH4_2015,9,no fam,201.643,646.848,395.3986667,202512.6667,2625.333333,0.366666667,0.013191422,3.346312555,22,13.1,9.1,9.6,36,27,28,1,20,7,5,51.25,0,78.51,66.46,28,3.677,2.373571429,21.35164536,18.07451727,0.541560323
P+,PH4_2015,1,no fam,223.2813333,625.402,359.0373333,176265,2708,0.302333333,0.015398617,2.918155589,24.7,15,16.2,18.2,37,55,34,1,18,9,6,47.796,0,225.98,407.26,134,4.811,3.039253731,46.97152359,84.65183953,0.356863117
P+,PH4_2015,6,no fam,66.31166667,525.0023333,340.4313333,141509.3333,2294.666667,0.333333333,0.016612348,8.253115057,24.5,15,13,16.4,34,33,45,1,26,7,1,45.806,0,206.73,570.82,198,4.218,2.882929293,49.0113798,135.3295401,0.265873577
P+,PH4_2015,12,no fam,219.8423333,683.8056667,464.5196667,250339.3333,3034.666667,0.34,0.012232869,3.136984168,25.4,15.3,16.5,16.1,38,58,48,1,45,17,21,66.144,0,229.44,501.37,164,4.834,3.057134146,47.4637981,103.7174183,0.313953011
P+,PH8,4,9,151.5913333,521.487,374.9006667,153640.6667,2362,0.346,0.015420304,3.451648568,26.1,6.1,13.9,13.5,27,33,33,1,36,4,20,65.552,0,184.43,427.4,173,4.493,2.470520231,41.04829735,95.12575117,0.301439942
P+,PH8,7,4,191.9493333,573.567,431.1826667,194234,2713.333333,0.332666667,0.013978071,2.992891074,23.4,6.1,10.5,12.2,30,31,39,1,21,6,9,82.02,0,102.16,398.49,149,3.718,2.67442953,27.47713825,107.1785906,0.204054729
P+,PH8,2,19,142.3003333,509.7506667,359.2576667,143825.3333,2308.666667,0.339666667,0.016061705,3.598885931,19.4,9.6,10.5,10,29,29,29,1,33,8,14,57.168,0,150.49,314.2,125,3.339,2.5136,45.07038035,94.10002995,0.323850309
P+,PH8,10,19,136.6583333,566.8636667,422.4656667,187995.6667,2612.666667,0.346666667,0.013914459,4.317412685,22,10.4,9.4,9.4,29,28,26,1,54,8,13,70.752,0,174.44,366.04,148,4.382,2.473243243,39.80830671,83.5326335,0.322750148
P+,PH8,6,5,142.7363333,512.946,375.6696667,151418,2328,0.350333333,0.015448946,3.709960496,19.6,10.6,11.2,9,27,27,35,1,34,10,16,70.162,0,138.91,444.76,172,3.616,2.585813953,38.41537611,122.9977876,0.237994072
P+,PH8,11,12,86.915,559.9423333,411.8626667,181221,2482,0.370333333,0.013727067,6.584673983,22,10.6,9.4,10.5,33,29,34,1,55,9,8,89.798,1,246.2,227.72,89,4.27,2.558651685,57.65807963,53.33021077,0.519496962
